Article number;Old article number ;Product name;MA-holder;Active substance;Pharmaceutical form;Strength;Package type;Multiple;Packages ;Packsize;Unit; PPP ; PRP ; Stepped price ; Reimbursed price ;Prescription group;Storage;Substitution group;Limited substitution;MA-number;ATC-code;Reimbursed;Date PPP;Marketing status package;MA-status
056929;;Burinex;LEO Pharma;Bumetanid;Tablett;2 mg;Blisterpakning;;;100;stk; 281.96 ; 395.70 ; -   ; 395.70 ;C;Rom (15-25 grader);000857;Nei;1996-01016;C03CA02;Ja;01.08.2018;Markedsført;Markedsført
057034;;Antepsin;Orion Corporation Orion Pharma;Sukralfat;Mikstur, suspensjon;200 mg/ml;Flaske;;;300;ml; 166.59 ; 248.70 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;0000-07476;A02BX02;Nei;01.12.2018;Markedsført;Avregistrert
057065;;Metadon Nordic Drugs;Nordic Drugs AB;Metadonhydroklorid;Mikstur, oppløsning;190 mg;Flaske av plast;;1;50;ml; 47.72 ; 115.80 ; -   ; -   ;A;Rom (15-25 grader);;<ikke angitt>;14-10171;N07BC02;Nei;05.11.2014;Markedsført;Markedsført
057261;;Metronidazole Braun;B. Braun Melsungen AG;Metronidazol;Infusjonsvæske, oppløsning;5 mg/ml;Polyetylenbeholder, Ecoflac plus;;10;200;ml; 745.20 ; 986.40 ; -   ; 986.40 ;C;Rom (15-25 grader);000845;Nei;1999-00143;J01XD01;Ja;01.11.2009;Markedsført;Markedsført
057270;;Metronidazole Braun;B. Braun Melsungen AG;Metronidazol;Infusjonsvæske, oppløsning;5 mg/ml;Polyetylenbeholder, Ecoflac plus;;10;300;ml; 1,117.80 ; 1,461.40 ; -   ; 1,461.40 ;C;Rom (15-25 grader);000843;Nei;1999-00143;J01XD01;Ja;01.11.2009;Markedsført;Markedsført
057272;;Flutiform;Farmagon;Flutikasonpropionat, Formoterolfumaratdihydrat;Inhalasjonsaerosol, suspensjon;50 mikrog/5 mikrog;Inhalator;;;120;doser; 211.09 ; 305.40 ; -   ; 305.40 ;C;Rom (15-25 grader);002174;Nei;16-11489;R03AK11;Ja;28.06.2017;Midlertidig utgått;Midlertidig utgått
057307;;Sandostatin;Novartis Norge (2);Oktreotidacetat;Injeksjons-/infusjonsvæske, oppløsning;200 mikrog/ml;Hetteglass;;;5;ml; 384.94 ; 529.50 ; -   ; -   ;C;Kaldt (2-8 grader);002004;Nei;0000-07557;H01CB02;Ja;01.12.2018;Markedsført;Markedsført
057335;;Glucos Baxter Viaflo;Baxter AS;Glukosemonohydrat;Infusjonsvæske, oppløsning;50 mg/ml;Plastpose med overpose;;20;500;ml; 189.48 ; 277.80 ; -   ; 277.80 ;C;Rom (15-25 grader);;<ikke angitt>;2002-00222;B05BA03;Ja;01.08.2008;Markedsført;Markedsført
057349;;Sandostatin;Novartis Norge (2);Oktreotidacetat;Injeksjons-/infusjonsvæske, oppløsning;100 mikrog/ml;Ampulle;;5;1;ml; 192.47 ; 282.90 ; -   ; -   ;C;Kaldt (2-8 grader);002006;Nei;0000-07556;H01CB02;Ja;01.12.2018;Markedsført;Markedsført
057422;;Tracel;Fresenius Kabi Norge AS - Halden;Kromkloridheksahydrat, Kobberkloriddihydrat, Jern(III)kloridheksahydrat, Mangankloridtetrahydrat, Kaliumjodid, Natriumfluorid, Natriummolybdatdihydrat, Sinkklorid, Natriumselenitt;Konsentrat til infusjonsvæske;(ikke angitt);Ampulle av plast;;20;10;ml; 316.76 ; 440.10 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;0000-07238;B05XA31;Nei;19.07.2007;Markedsført;Markedsført
057455;;Sandostatin;Novartis Norge (2);Oktreotidacetat;Injeksjons-/infusjonsvæske, oppløsning;50 mikrog/ml;Ampulle;;5;1;ml; 134.09 ; 208.10 ; -   ; -   ;C;Kaldt (2-8 grader);002005;Nei;0000-07555;H01CB02;Ja;01.12.2018;Markedsført;Markedsført
057464;;Celebrex;2care4 ApS;Celekoksib;Kapsel, hard;200 mg;Blisterpakning;;;30;stk; 189.13 ; 277.40 ; -   ; 277.40 ;C;Rom (15-25 grader);001583;Nei;18-12291, 14-10217;M01AH01;Ja;24.02.2015;Har MT, Markedsført;Markedsført
057492;;Arzerra;Novartis Europharm Limited (1);Ofatumumab;Konsentrat til infusjonsvæske, oppløsning;20 mg/ml;Hetteglass;;1;50;ml; 17,115.06 ; 21,964.90 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/10/625/003;L01XC10;Nei;01.01.2016;Avregistrert;Avregistrert
057556;;Zytiga;Janssen-Cilag International N.V.;Abirateronacetat;Tablett;250 mg;Boks;;;120;stk; 27,267.32 ; 34,802.10 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/11/714/001;L02BX03;Ja;01.12.2017;Midlertidig utgått;Midlertidig utgått
057639;;Simponi;Janssen Biologics  B.V;Golimumab;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;50 mg;Ferdigfylt sprøyte;;3;0.5;ml; 25,899.81 ; 33,220.40 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/09/546/004;L04AB06;Ja;01.12.2017;Markedsført;Markedsført
057714;;Iomeron;Bracco Imaging SpA;Iomeprol;Injeksjonsvæske, oppløsning;300 mg I/ml;Hetteglass;;10;150;ml; 4,859.10 ; 6,231.60 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;1997-00458;V08AB10;Nei;01.12.2018;Markedsført;Markedsført
057868;;Meropenem Bradex;BRADEX S.A., Pharmaceutical Products;Meropenem;Pulver til injeksjons-/infusjonsvæske, oppløsning;1 g;Hetteglass;;10;1;g; 1,450.00 ; 1,885.00 ; -   ; -   ;C;Rom (15-25 grader);001679;Nei;16-11341;J01DH02;Nei;20.02.2019;Har MT;Kontrollert VRS
057915;;CoAprovel;Sanofi Clir SNC;Irbesartan, Hydroklortiazid;Tablett, filmdrasjert;300 mg/25 mg;Blisterpakning;;;98;stk; 400.75 ; 547.20 ; 278.30 ; 278.30 ;C;Rom (15-25 grader);001546;Nei;EU/1/98/086/027;C09DA04;Ja;01.07.2015;Markedsført;Markedsført
057919;;Nutrineal PD4 med aminosyrer 1,1%;Baxter AS;Alanin, Arginin, Glysin, Histidin, Isoleucin, Leucin, Lysin, Metionin, Fenylalanin, Prolin, Serin, Treonin, Tryptofan, Tyrosin, Valin, Natriumklorid, Kalsiumkloriddihydrat, Magnesiumkloridheksahydrat, Natriumlaktatoppløsning;Peritonealdialysevæske;(ikke angitt);Plastpose;;4;2000;ml; 561.60 ; 752.30 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;0000-08254;B05DB;Nei;15.03.2016;Markedsført;Kan prisbehandles
057932;;Cetimax;Vitabalans Oy;Cetirizindihydroklorid;Tablett, filmdrasjert;10 mg;Blisterpakning;;;100;stk; 297.13 ; 415.10 ; 74.60 ; 74.60 ;C;Rom (15-25 grader);000766;Nei;09-7018;R06AE07;Ja;01.07.2018;Markedsført;Markedsført
057979;;Lonsurf;Les Laboratoires Servier (4);Trifluridin, Tipiracil;Tablett, filmdrasjert;15 mg/6,14 mg;Blisterpakning;;;20;stk; 5,309.65 ; 6,806.10 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/16/1096/001;L01BC59;Ja;26.07.2017;Markedsført;Markedsført
058014;;Champix;Pfizer Europe MA EEIG (1);Vareniklin;Tablett, filmdrasjert;1 mg;Blisterpakning;;;112;stk; 1,205.01 ; 1,572.60 ; -   ; -   ;C;Rom (15-25 grader);001573;Nei;EU/1/06/360/022;N07BA03;Nei;01.02.2019;Markedsført;Markedsført
058072;;Gemcitabin Actavis;Actavis Group PTC ehf;Gemcitabinhydroklorid;Konsentrat til infusjonsvæske, oppløsning;40 mg/ml;Hetteglass;;1;25;ml; 1,370.47 ; 1,783.60 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;09-6488;L01BC05;Nei;01.01.2016;Midlertidig utgått;Midlertidig utgått
058078;;Midazolam Panpharma;Panpharma SA;Midazolam;Injeksjonsvæske, oppløsning;1 mg/ml;Ampulle;;10;5;ml; 55.00 ; 125.10 ; -   ; 125.10 ;B;Rom (15-25 grader);001867;Nei;05-3759;N05CD08;Ja;01.04.2009;Markedsført;Markedsført
058087;;Midazolam Panpharma;Panpharma SA;Midazolam;Injeksjonsvæske, oppløsning;5 mg/ml;Ampulle;;5;3;ml; 56.50 ; 127.00 ; -   ; 127.00 ;B;Rom (15-25 grader);001868;Nei;05-3761;N05CD08;Ja;01.04.2009;Markedsført;Markedsført
058096;;Midazolam Panpharma;Panpharma SA;Midazolam;Injeksjonsvæske, oppløsning;5 mg/ml;Ampulle;;10;1;ml; 58.20 ; 129.20 ; -   ; 129.20 ;B;Rom (15-25 grader);001868;Nei;05-3761;N05CD08;Ja;01.04.2009;Markedsført;Markedsført
058105;;Midazolam Panpharma;Panpharma SA;Midazolam;Injeksjonsvæske, oppløsning;5 mg/ml;Hetteglass;;5;10;ml; 151.00 ; 247.50 ; -   ; 247.50 ;B;Rom (15-25 grader);001868;Nei;05-3761;N05CD08;Ja;01.04.2009;Markedsført;Markedsført
058164;;Buscopan;SANOFI-AVENTIS NORGE AS;Butylskopolaminbromid;Injeksjonsvæske, oppløsning;20 mg/ml;Ampulle;;5;1;ml; 17.58 ; 58.70 ; -   ; 58.70 ;C;Rom (15-25 grader);;<ikke angitt>;0000-04508;A03BB01;Ja;01.08.2016;Markedsført;Markedsført
058207;;Signifor;Novartis Europharm Limited (1);Pasireotidpamoat;Pulver og væske til injeksjonsvæske, suspensjon;40 mg;sett;;;;; 26,281.00 ; 33,708.80 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/12/753/014;H01CB05;Ja;22.01.2015;Markedsført;Markedsført
058346;;Voltaren;2care4;Diklofenakdietylamin;Gel;23,2 mg/g;Tube;;;150;g; 113.15 ; 180.50 ; -   ; -   ;C;Rom (15-25 grader);002235;Nei;17-11594;M02AA15;Nei;02.02.2018;Markedsført;Markedsført
058404;;Cortison;Takeda AS;Kortisonacetat;Tablett;25 mg;Boks;;;100;stk; 351.00 ; 483.80 ; -   ; 483.80 ;C;Rom (15-25 grader);;<ikke angitt>;0000-02827;H02AB10;Ja;15.12.2018;Markedsført;Markedsført
058506;;Baraclude;Bristol-Myers Squibb Pharma EEIG;Entekavir;Mikstur;0,05 mg/ml;Flaske;;;210;ml; 4,531.23 ; 5,813.60 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/06/343/005;J05AF10;Ja;01.01.2016;Markedsført;Markedsført
058523;;Irinotecan Actavis;Actavis Group PTC ehf;Irinotekanhydrokloridtrihydrat;Konsentrat til infusjonsvæske;20 mg/ml;Hetteglass;;;25;ml; 7,063.38 ; 9,042.10 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;06-4505;L01XX19;Nei;22.06.2010;Midlertidig utgått;Midlertidig utgått
058555;;Nutryelt;Laboratoire Aguettant;Sinkglukonat, Kobberglukonat, Manganglukonat, Natriumfluorid, Kaliumjodid, Jern(II)glukonat, Kromklorid, Natriumselenitt, Natriummolybdat;Konsentrat til infusjonsvæske, oppløsning;(ikke angitt);Ampulle;;10;10;ml; 507.75 ; 683.60 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;15-10705;B05XA31;Nei;15.12.2017;Markedsført;Markedsført
058609;;Xeplion;Janssen-Cilag International N.V.;Paliperidon;Depotinjeksjonsvæske, suspensjon;50 mg;Ferdigfylt sprøyte;;;1;stk; 1,883.89 ; 2,438.20 ; -   ; 2,438.20 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/11/672/002;N05AX13;Ja;01.01.2019;Markedsført;Markedsført
058622;;Glucos Baxter Viaflo;Baxter AS;Glukosemonohydrat;Infusjonsvæske, oppløsning;50 mg/ml;Plastpose med overpose;;30;250;ml; 267.53 ; 377.40 ; -   ; 377.40 ;C;Rom (15-25 grader);;<ikke angitt>;2002-00222;B05BA03;Ja;01.08.2008;Markedsført;Markedsført
058658;;Piperacillin/Tazobactam Stragen;Stragen Nordic A/S;Piperacillinnatrium, Tazobaktamnatrium;Pulver til infusjonsvæske, oppløsning;4 g/0,5 g;Hetteglass;;10;1;stk; 1,026.03 ; 1,344.40 ; -   ; 1,344.40 ;C;Rom (15-25 grader);001641;Nei;06-4650;J01CR05;Ja;01.04.2016;Markedsført;Markedsført
058706;;Nexium;Farmagon;Esomeprazol;Enterotablett;20 mg;Blisterpakning;;;30;stk; 67.14 ; 121.90 ; 60.70 ; 60.70 ;C;Rom (15-25 grader);000031;Nei;06-4111;A02BC05;Ja;01.04.2018;Markedsført;Markedsført
058715;;Nexium;Farmagon;Esomeprazol;Enterotablett;20 mg;Blisterpakning;;;60;stk; 134.28 ; 207.50 ; 82.80 ; 82.80 ;C;Rom (15-25 grader);000031;Nei;06-4111;A02BC05;Ja;01.04.2018;Markedsført;Markedsført
058724;;Nexium;Farmagon;Esomeprazol;Enterotablett;20 mg;Blisterpakning;;;105;stk; 234.99 ; 335.90 ; 117.80 ; 117.80 ;C;Rom (15-25 grader);000031;Nei;06-4111;A02BC05;Ja;01.04.2018;Markedsført;Markedsført
058735;;Lasix Retard;Sanofi-aventis Norge (3);Furosemid;Depotkapsel, hard;30 mg;Blisterpakning;;;100;stk; 85.99 ; 145.90 ; -   ; 145.90 ;C;Rom (15-25 grader);001726;Nei;0000-06895;C03CA01;Ja;15.12.2017;Markedsført;Markedsført
058768;;Lasix Retard;Sanofi-aventis Norge (3);Furosemid;Depotkapsel, hard;60 mg;Blisterpakning;;;100;stk; 110.19 ; 176.70 ; -   ; 176.70 ;C;Rom (15-25 grader);001727;Nei;0000-06896;C03CA01;Ja;15.12.2017;Markedsført;Markedsført
058790;;Soolantra;Galderma Nordic AB;Ivermektin;Krem;10 mg/g;Tube av plast;;;60;g; 333.01 ; 460.80 ; -   ; -   ;C;Rom (15-25 grader);002180;Nei;14-10067;D11AX22;Nei;18.01.2018;Markedsført;Markedsført
058940;;Capecitabine Actavis;Actavis Group PTC ehf;Kapecitabin;Tablett, filmdrasjert;150 mg;Blisterpakning;;;60;stk; 255.81 ; 362.40 ; -   ; -   ;C;Rom (15-25 grader);001920;Nei;11-8253;L01BC06;Nei;01.04.2014;Midlertidig utgått;Midlertidig utgått
058954;574401;Somac;Orifarm AS;Pantoprazolnatriumsesquihydrat;Enterotablett;40 mg;Blisterpakning, endose;;100;1;stk; 130.54 ; 202.70 ; 202.70 ; 202.70 ;C;Rom (15-25 grader);001420;Nei;17-11788;A02BC02;Ja;01.04.2018;Markedsført;Markedsført
058958;;Infanrix-Polio + Hib;GlaxoSmithKline AS;Difteritoksoid, Tetanustoksoid, Pertussistoksoid, Filamentøst hemagglutinin, Pertaktin (kikhosteantigen), Poliovirus type 1 (inaktivert), Poliovirus type 2 (inaktivert), Poliovirus type 3 (inaktivert) 2, Haemophilus influensae type b polysakkarid konjugert med tetanustoksoid;Pulver og væske til injeksjonsvæske, suspensjon;;sett;;;;; 241.45 ; 345.60 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;1997-03108;J07CA06;Nei;01.04.2016;Midlertidig utgått;Midlertidig utgått
058966;;Zinacef;GlaxoSmithKline AS;Cefuroksimnatrium;Pulver til injeksjons-/infusjonsvæske;250 mg;Hetteglass;;5;250;mg; 47.26 ; 96.50 ; -   ; 96.50 ;C;Rom (15-25 grader);;<ikke angitt>;0000-06664;J01DC02;Ja;01.10.2009;Markedsført;Markedsført
059178;;Burinex;Orifarm AS;Bumetanid;Tablett;1 mg;Blisterpakning;;;98;stk; 138.16 ; 212.40 ; -   ; 212.40 ;C;Rom (15-25 grader);001324;Nei;13-9651, 06-4158;C03CA02;Ja;01.08.2018;Markedsført, Midlertidig utgått;Midlertidig utgått
059203;;Zelboraf;Orifarm AS;Vemurafenib;Tablett, filmdrasjert;240 mg;Blisterpakning, endose;;56;1;stk; 14,235.66 ; 18,186.70 ; -   ; -   ;C;Rom (15-25 grader);001961;Nei;13-9786;L01XE15;Nei;01.12.2016;Midlertidig utgått;Midlertidig utgått
059211;;Imfinzi;AstraZeneca AB (2);Durvalumab;Konsentrat til infusjonsvæske, oppløsning;50 mg/ml;Hetteglass;;1;10;ml; 26,347.75 ; 33,794.30 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/18/1322/001;L01XC28;Nei;02.01.2019;Markedsført;Markedsført
059223;;Microgynon;Orifarm AS;Levonorgestrel, Etinyløstradiol;Tablett, drasjert;150 mikrog/30 mikrog;Kalenderpakning;;3;21;stk; 40.14 ; 87.40 ; 78.00 ; -   ;C;Rom (15-25 grader);001748;Nei;13-9896, 15-10568;G03AA07;Nei;01.10.2018;Har MT, Midlertidig utgått;Midlertidig utgått
059224;;Aloxi;Helsinn Birex Pharmaceuticals Ltd;Palonosetron;Injeksjonsvæske, oppløsning;250 mikrog;Hetteglass;;;5;ml; 535.55 ; 719.10 ; -   ; -   ;C;Rom (15-25 grader);002141;Nei;EU/1/04/306/001;A04AA05;Nei;18.10.2017;Markedsført;Markedsført
059256;;Metformin Orifarm;Orifarm Generics (3);Metforminhydroklorid;Tablett, filmdrasjert;500 mg;Boks av plast;;;400;stk; 115.20 ; 183.10 ; -   ; 183.10 ;C;Rom (15-25 grader);000085;Nei;08-6026;A10BA02;Ja;01.03.2019;Markedsført;Markedsført
059273;;Metformin Mylan;Mylan AB;Metforminhydroklorid;Tablett, filmdrasjert;500 mg;Blisterpakning;;;100;stk; 28.80 ; 73.00 ; -   ; 73.00 ;C;Rom (15-25 grader);000085;Nei;08-6140;A10BA02;Ja;01.03.2019;Midlertidig utgått;Midlertidig utgått
059281;;Candesartan Krka;KRKA Sverige AB;Kandesartancileksetil;Tablett;4 mg;Blisterpakning;;;50;stk; 169.02 ; 251.80 ; 62.10 ; 62.10 ;C;Rom (15-25 grader);000920;Nei;10-7694;C09CA06;Ja;01.08.2018;Markedsført;Markedsført
059284;;Metformin Mylan;Mylan AB;Metforminhydroklorid;Tablett, filmdrasjert;500 mg;Blisterpakning;;;300;stk; 86.40 ; 146.40 ; -   ; 146.40 ;C;Rom (15-25 grader);000085;Nei;08-6140;A10BA02;Ja;01.03.2019;Midlertidig utgått;Midlertidig utgått
059295;;Kloramfenikol;Takeda AS;Kloramfenikol;Øyesalve;10 mg/g;Tube;;;5;g; 85.41 ; 145.70 ; -   ; 145.70 ;C;Kaldt (2-8 grader);002120;Nei;0000-06647;S01AA01;Ja;01.11.2018;Markedsført;Markedsført
059296;;Metformin Mylan;Mylan AB;Metforminhydroklorid;Tablett, filmdrasjert;500 mg;Blisterpakning;;;400;stk; 115.20 ; 183.10 ; -   ; 183.10 ;C;Rom (15-25 grader);000085;Nei;08-6140;A10BA02;Ja;01.03.2019;Midlertidig utgått;Midlertidig utgått
059307;;Metformin Mylan;Mylan AB;Metforminhydroklorid;Tablett, filmdrasjert;850 mg;Blisterpakning;;;100;stk; 36.58 ; 82.90 ; -   ; 82.90 ;C;Rom (15-25 grader);000086;Nei;08-6141;A10BA02;Ja;01.03.2019;Midlertidig utgått;Midlertidig utgått
059318;;Metformin Mylan;Mylan AB;Metforminhydroklorid;Tablett, filmdrasjert;850 mg;Blisterpakning;;;200;stk; 73.16 ; 129.50 ; -   ; 129.50 ;C;Rom (15-25 grader);000086;Nei;08-6141;A10BA02;Ja;01.03.2019;Midlertidig utgått;Midlertidig utgått
059330;;Metformin Mylan;Mylan AB;Metforminhydroklorid;Tablett, filmdrasjert;1 000 mg;Blisterpakning;;;60;stk; 34.86 ; 80.70 ; -   ; 80.70 ;C;Rom (15-25 grader);001078;Nei;08-6142;A10BA02;Ja;01.03.2019;Midlertidig utgått;Midlertidig utgått
059341;;Metformin Mylan;Mylan AB;Metforminhydroklorid;Tablett, filmdrasjert;1 000 mg;Blisterpakning;;;180;stk; 104.58 ; 169.60 ; -   ; 169.60 ;C;Rom (15-25 grader);001078;Nei;08-6142;A10BA02;Ja;01.03.2019;Midlertidig utgått;Midlertidig utgått
059378;;Ventoline;GlaxoSmithKline AS;Salbutamolsulfat;Inhalasjonsvæske til nebulisator, oppløsning;5 mg/ml;Flaske;;;20;ml; 28.49 ; 72.60 ; -   ; 72.60 ;C;Rom (15-25 grader);;<ikke angitt>;0000-05913;R03AC02;Ja;01.07.2018;Markedsført;Markedsført
059487;;Albunorm;Octapharma (2);Albumin (humant);Infusjonsvæske, oppløsning;50 g/l;Infusjonsflaske;;;250;ml; 306.55 ; 427.10 ; -   ; -   ;C;Rom (15-25 grader);002118;Nei;08-5987;B05AA01;Nei;01.02.2019;Markedsført;Markedsført
059513;;Reltebon Depot;Actavis Group PTC ehf;Oksykodonhydroklorid;Depottablett;10 mg;Blisterpakning;;;98;stk; 139.26 ; 232.60 ; 183.90 ; 183.90 ;A;Rom (15-25 grader);001628;Nei;12-9283;N02AA05;Ja;01.01.2019;Markedsført;Markedsført
059569;;Eligard;Astellas Pharma (NUF);Leuprorelinacetat;Pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte;45 mg;Ferdigfylt sprøyte;;;;; 4,362.56 ; 5,625.80 ; -   ; 5,625.80 ;C;Kaldt (2-8 grader);002245;Nei;07-4995;L02AE02;Ja;01.09.2018;Markedsført;Markedsført
059620;072892;Sufenta;Piramal Critical Care B.V.;Sufentanil;Injeksjonsvæske, oppløsning;50 mikrog/ml;Ampulle;;5;1;ml; 102.60 ; 185.80 ; -   ; -   ;A;Rom (15-25 grader);;<ikke angitt>;0000-07847;N01AH03;Nei;01.01.1999;Markedsført;Markedsført
059642;;Flagyl;Sanofi-aventis Norge (3);Metronidazolbenzoat;Infusjonsvæske, oppløsning;5 mg/ml;Plastpose;;10;200;ml; 745.20 ; 986.40 ; -   ; 986.40 ;C;Rom (15-25 grader);000845;Nei;0000-06439;J01XD01;Ja;15.06.2009;Markedsført;Midlertidig utgått
059644;;Ecalta;Pfizer Europe MA EEIG (1);Anidulafungin;Pulver til konsentrat til infusjonsvæske, oppløsning;100 mg;Hetteglass;;;100;mg; 3,684.38 ; 4,756.90 ; -   ; 4,756.90 ;C;Kaldt (2-8 grader);001738;Nei;EU/1/07/416/002;J02AX06;Ja;15.01.2018;Markedsført;Markedsført
059668;;Tamsulosin ratiopharm;Ratiopharm GmbH;Tamsulosinhydroklorid;Depottablett;0,4 mg;Blisterpakning;;;30;stk; 81.00 ; 139.50 ; 115.60 ; 115.60 ;C;Rom (15-25 grader);001839;Nei;09-7097;G04CA02;Ja;01.11.2018;Markedsført;Markedsført
059722;;Citalopram Vitabalans;Vitabalans Oy;Citalopramhydrobromid;Tablett, filmdrasjert;40 mg;Blisterpakning;;;100;stk; 443.40 ; 601.60 ; 206.90 ; 206.90 ;C;Rom (15-25 grader);000658;Nei;09-7213;N06AB04;Ja;24.09.2013;Markedsført;Markedsført
059767;;Zebinix;BIAL - Portela & Companhia, S.A;Eslikarbazepinacetat;Tablett;800 mg;Blisterpakning;;;30;stk; 1,265.88 ; 1,650.20 ; -   ; 1,650.20 ;C;Rom (15-25 grader);001824;Ja;EU/1/09/514/017;N03AF04;Ja;24.07.2018;Markedsført;Markedsført
059813;;Flamazine;Smith & Nephew Parmaceuticals Ltd;Sølvsulfadiazin;Krem;10 mg/g;Tube;;1;50;g; 46.83 ; 96.00 ; -   ; -   ;C;Rom (15-25 grader);002088;Nei;0000-06185;D06BA01;Nei;11.12.2009;Avregistrert;Avregistrert
059851;;Aridol;Pharmaxis Pharmaceuticals Limited;;;<multi>;Blisterpakning;;;1;stk; 335.68 ; 464.20 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;06-4599;V04CX;Nei;01.12.2011;Markedsført;Markedsført
059870;;Advagraf;Astellas Pharma Europe BV;Takrolimus;Depotkapsel, hard;3 mg;Blisterpakning;;;50;stk; 2,098.38 ; 2,711.70 ; -   ; 2,711.70 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/07/387/012;L04AD02;Ja;01.09.2018;Midlertidig utgått;Midlertidig utgått
059882;;Modigraf;Astellas Pharma Europe BV;Takrolimus;Granulat til mikstur, suspensjon;0,2 mg;Dosepose;;;50;stk; 498.15 ; 671.40 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/09/523/001;L04AD02;Nei;01.09.2018;Markedsført;Markedsført
059931;;Ringer-Acetat Braun;B. Braun Melsungen AG;Magnesiumklorid, Kalsiumklorid, Kaliumklorid, Natriumacetat, Natriumklorid;Infusjonsvæske, oppløsning;(ikke angitt);Beholder av plast (Ecoflac plus);;10;500;ml; 177.50 ; 262.60 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;0000-07662;B05BB01;Nei;01.08.2011;Markedsført;Markedsført
059938;;Modigraf;Astellas Pharma Europe BV;Takrolimus;Granulat til mikstur, suspensjon;1 mg;Dosepose;;;50;stk; 2,576.97 ; 3,321.90 ; -   ; -   ;C;Rom (15-25 grader);002231;Nei;EU/1/09/523/002;L04AD02;Nei;01.09.2018;Markedsført;Markedsført
059975;;Iomeron;Bracco Imaging SpA;Iomeprol;Injeksjonsvæske, oppløsning;400 mg I/ml;Hetteglass;;10;150;ml; 6,433.95 ; 8,239.50 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;1997-00460;V08AB10;Nei;01.12.2018;Markedsført;Markedsført
060028;;Targiniq;Mundipharma AS;Oksykodonhydroklorid, Naloksonhydroklorid;Depottablett;5 mg/2,5 mg;Blisterpakning;;;28;stk; 67.98 ; 141.70 ; -   ; 141.70 ;A;Rom (15-25 grader);002288;Nei;08-5981;N02AA55;Ja;01.01.2019;Markedsført;Markedsført
060039;;Targiniq;Mundipharma AS;Oksykodonhydroklorid, Naloksonhydroklorid;Depottablett;5 mg/2,5 mg;Blisterpakning;;;98;stk; 226.38 ; 343.60 ; -   ; 343.60 ;A;Rom (15-25 grader);002288;Nei;08-5981;N02AA55;Ja;01.01.2019;Markedsført;Markedsført
060044;;Risperidon Sandoz;Sandoz AS;Risperidon;Tablett, filmdrasjert;2 mg;Blisterpakning;;;60;stk; 112.62 ; 179.80 ; 179.80 ; 179.80 ;C;Rom (15-25 grader);000605;Nei;04-3069;N05AX08;Ja;01.01.2019;Markedsført;Markedsført
060051;;Targiniq;Mundipharma AS;Oksykodonhydroklorid, Naloksonhydroklorid;Depottablett;40 mg/20 mg;Blisterpakning;;;28;stk; 543.86 ; 748.40 ; -   ; 748.40 ;A;Rom (15-25 grader);002285;Nei;08-5980;N02AA55;Ja;01.01.2019;Markedsført;Markedsført
060053;;Cataflam;Novartis Norge (2);Diklofenakkalium;Tablett, drasjert;50 mg;Blisterpakning;;;20;stk; 18.82 ; 60.20 ; 52.20 ; 52.20 ;C;Rom (15-25 grader);000481;Nei;0000-08287;M01AB05;Ja;01.12.2014;Markedsført;Markedsført
060061;;Cataflam;Novartis Norge (2);Diklofenakkalium;Tablett, drasjert;50 mg;Blisterpakning;;;100;stk; 94.12 ; 156.30 ; 102.10 ; 102.10 ;C;Rom (15-25 grader);000481;Nei;0000-08287;M01AB05;Ja;01.12.2014;Markedsført;Markedsført
060062;;Targiniq;Mundipharma AS;Oksykodonhydroklorid, Naloksonhydroklorid;Depottablett;40 mg/20 mg;Blisterpakning;;;98;stk; 1,811.04 ; 2,364.10 ; -   ; 2,364.10 ;A;Rom (15-25 grader);002285;Nei;08-5980;N02AA55;Ja;01.01.2019;Markedsført;Markedsført
