Article number;Old article number ;Product name;MA-holder;Active substance;Pharmaceutical form;Strength;Package type;Multiple;Packages ;Packsize;Unit; PPP ; PRP ; Stepped price ; Reimbursed price ;Prescription group;Storage;Substitution group;Limited substitution;MA-number;ATC-code;Reimbursed;Date PPP;Marketing status package;MA-status
069233;;Citalopram Teva;Teva Sweden AB;Citalopramhydrobromid;Tablett, filmdrasjert;20 mg;Blisterpakning;;;30;stk;71.75;127.7;67.5;67.5;C;Rom (15-25 grader);000657;Nei;05-3731;N06AB04;Ja;01.03.2012;Midlertidig utgått;Midlertidig utgått
069242;;Citalopram Teva;Teva Sweden AB;Citalopramhydrobromid;Tablett, filmdrasjert;20 mg;Blisterpakning;;;100;stk;239.16;341.2;136.7;136.7;C;Rom (15-25 grader);000657;Nei;05-3731;N06AB04;Ja;01.03.2012;Midlertidig utgått;Midlertidig utgått
069251;;Citalopram Teva;Teva Sweden AB;Citalopramhydrobromid;Tablett, filmdrasjert;40 mg;Blisterpakning;;;100;stk;443.4;601.6;206.9;206.9;C;Rom (15-25 grader);000658;Nei;05-3732;N06AB04;Ja;01.03.2012;Midlertidig utgått;Midlertidig utgått
069331;;Cancidas;Orifarm AS;Kaspofungin;Pulver til konsentrat til infusjonsvæske, oppløsning;50 mg;Hetteglass;;;50;mg;4263.56;5498.9;0;0;C;Kaldt (2-8 grader);002097;Nei;15-10972;J02AX04;Nei;01.05.2016;Har MT;Kan prisbehandles
069347;;Adempas;Bayer AG;Riociguat;Tablett, filmdrasjert;1 mg;Blisterpakning;;;84;stk;21479.01;27422;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/13/907/005;C02KX05;Ja;26.05.2014;Markedsført;Markedsført
069368;;Lyrica;Pfizer Europe MA EEIG (1);Pregabalin;Mikstur, oppløsning;20 mg/ml;Flaske;;;473;ml, stk;826.24;1108.5;0;1108.5;B;Rom (15-25 grader);002076;Nei;EU/1/04/279/044;N03AX16;Ja;01.02.2019;Markedsført;Markedsført
069514;;Risperdal;Farmagon;Risperidon;Tablett, filmdrasjert;1 mg;Blisterpakning;;;60;stk;62.88;116.4;116.4;116.4;C;Rom (15-25 grader);000604;Nei;06-4201;N05AX08;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
069523;;Risperdal;Farmagon;Risperidon;Tablett, filmdrasjert;1 mg;Blisterpakning;;;20;stk;34.77;80.6;80.6;80.6;C;Rom (15-25 grader);000604;Nei;06-4201;N05AX08;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
069532;;Risperdal;Farmagon;Risperidon;Tablett, filmdrasjert;2 mg;Blisterpakning;;;60;stk;112.62;179.8;179.8;179.8;C;Rom (15-25 grader);000605;Nei;06-4202;N05AX08;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
069535;;Linezolid Fresenius Kabi;FRESENIUS KABI NORGE AS;Linezolid;Infusjonsvæske, oppløsning;2 mg/ml;Infusjonsflaske;;10;300;ml;4449.3;5709.1;2362.1;2362.1;C;Rom (15-25 grader);001725;Nei;13-9804;J01XX08;Ja;16.10.2015;Markedsført;Markedsført
069541;;Risperdal;Farmagon;Risperidon;Tablett, filmdrasjert;3 mg;Blisterpakning;;;60;stk;175.5;260;260;260;C;Rom (15-25 grader);000606;Nei;06-4203;N05AX08;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
069550;;Finasterid Actavis;Actavis Group PTC ehf;Finasterid;Tablett, filmdrasjert;5 mg;Blisterpakning;;;28;stk;73.88;130.4;130.4;130.4;C;Rom (15-25 grader);000333;Nei;06-4208;G04CB01;Ja;01.11.2013;Markedsført;Markedsført
069559;;Campral;Merck Santé s.a.s.;Akamprosat;Enterotablett;333 mg;Blisterpakning;;;84;stk;233;333.3;0;0;C;Rom (15-25 grader);002081;Nei;1995-01575;N07BB03;Nei;11.09.1997;Markedsført;Markedsført
069560;;Finasterid Actavis;Actavis Group PTC ehf;Finasterid;Tablett, filmdrasjert;5 mg;Blisterpakning;;;98;stk;258.56;365.9;365.9;365.9;C;Rom (15-25 grader);000333;Nei;06-4208;G04CB01;Ja;01.11.2013;Markedsført;Markedsført
069561;;Engerix-B;GlaxoSmithKline AS;Hepatitt B-virus overflateantigen (rekombinant);Injeksjonsvæske, suspensjon;20 mikrog/ml;Hetteglass;;10;1;ml;1375.19;1798.2;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;0000-07548;J07BC01;Nei;15.01.2018;Markedsført;Kan prisbehandles
069572;;Pradaxa;Orifarm AS;Dabigatran eteksilat;Kapsel, hard;150 mg;Boks;;;60;stk;573.08;766.9;0;766.9;C;Rom (15-25 grader);001998;Nei;18-12437;B01AE07;Ja;17.01.2019;Har MT;Kan prisbehandles
069613;;Mometason Glenmark;Glenmark Generics Europe Limited - Middlesex;Mometasonfuroat;Krem;0,1 %;Tube;;;30;g;35.54;81.6;0;81.6;C;Rom (15-25 grader);;<ikke angitt>;09-6644;D07AC13;Ja;07.12.2018;Har MT;Kan prisbehandles
069670;;Vfend;Orifarm AS;Vorikonazol;Pulver til infusjonsvæske, oppløsning;200 mg;Hetteglass;;;1;stk;816.93;1077.8;0;1077.8;C;Rom (15-25 grader);001786;Nei;11-8672;J02AC03;Ja;15.01.2019;Midlertidig utgått;Midlertidig utgått
069682;;Airomir;Teva Sweden AB;Salbutamolsulfat;Inhalasjonsaerosol, suspensjon;0,1 mg/dose;Spraybeholder;;;200;doser;34.64;80.4;0;80.4;C;Rom (15-25 grader);;<ikke angitt>;1994-02515;R03AC02;Ja;01.07.2018;Markedsført;Markedsført
069694;;Aduvanz;Shire Pharmaceuticals Ireland Limited (2);Lisdeksamfetamindimesilat;Kapsel, hard;30 mg;Boks;;;30;stk;667.41;905.9;0;905.9;A;Rom (15-25 grader);;<ikke angitt>;17-11550;N06BA12;Ja;01.02.2019;Markedsført;Markedsført
069815;;Lamisil;Novartis Norge (2);Terbinafinhydroklorid;Tablett;250 mg;Blisterpakning;;;98;stk;1077;1409.4;716.4;716.4;C;Rom (15-25 grader);000282;Nei;0000-08088;D01BA02;Ja;01.10.2015;Markedsført;Markedsført
069883;123456;Daxas;AstraZeneca AB (2);Roflumilast;Tablett, filmdrasjert;500 mikrog;Blisterpakning;;;90;stk;1161.23;1516.8;0;1516.8;C;Rom (15-25 grader);001930;Nei;EU/1/10/636/003;R03DX07;Ja;01.02.2016;Markedsført;Markedsført
069912;;Vemlidy;Gilead Sciences Ireland UC;Tenofoviralafenamid;Tablett, filmdrasjert;25 mg;Flaske;;;30;stk;3840.07;4932.3;0;0;C;Rom (15-25 grader);002295;Nei;EU/1/16/1154/001;J05AF13;Ja;24.02.2017;Markedsført;Markedsført
070088;;Omnitrope;Sandoz GmbH;Somatropin;Injeksjonsvæske, oppløsning;5 mg/1,5 ml;Sylinderampulle;;1;1.5;ml;849.26;1124.4;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/06/332/004;H01AC01;Ja;01.08.2017;Midlertidig utgått;Midlertidig utgått
070099;;Omnitrope;Sandoz GmbH;Somatropin;Injeksjonsvæske, oppløsning;5 mg/1,5 ml;Sylinderampulle;;5;1.5;ml;4246.3;5476.8;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/06/332/005;H01AC01;Ja;01.08.2017;Midlertidig utgått;Midlertidig utgått
070111;;Omnitrope;Sandoz GmbH;Somatropin;Injeksjonsvæske, oppløsning i sylinderampulle;10 mg/1,5 ml;Sylinderampulle;;1;1.5;ml;1698.52;2212.5;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/06/332/007;H01AC01;Ja;01.08.2017;Midlertidig utgått;Midlertidig utgått
070122;;Omnitrope;Sandoz GmbH;Somatropin;Injeksjonsvæske, oppløsning i sylinderampulle;10 mg/1,5 ml;Sylinderampulle;;5;1.5;ml;8492.6;10917.4;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/06/332/008;H01AC01;Ja;01.08.2017;Midlertidig utgått;Midlertidig utgått
070133;;Omnitrope;Sandoz GmbH;Somatropin;Injeksjonsvæske, oppløsning i sylinderampulle;10 mg/1,5 ml;Sylinderampulle;;10;1.5;ml;16985.19;21798.5;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/06/332/009;H01AC01;Ja;01.08.2017;Midlertidig utgått;Midlertidig utgått
070413;;Linezolid Accord;Accord Healthcare  Ltd.;Linezolid;Tablett, filmdrasjert;600 mg;Blisterpakning;;;10;stk;4360.57;5596;2315.7;2315.7;C;Rom (15-25 grader);000895;Nei;14-10050;J01XX08;Ja;22.01.2016;Markedsført;Markedsført
070440;;Ribavirin Teva;Teva B.V.;Ribavirin;Kapsel, hard;200 mg;Blisterpakning;;;84;stk;1612.71;2092.5;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/09/509/001;J05AP01;Nei;01.08.2014;Midlertidig utgått;Midlertidig utgått
070452;;Ribavirin Teva;Teva B.V.;Ribavirin;Kapsel, hard;200 mg;Blisterpakning;;;140;stk;2687.85;3463.3;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/09/509/003;J05AP01;Nei;01.08.2014;Midlertidig utgått;Midlertidig utgått
070463;;Ribavirin Teva;Teva B.V.;Ribavirin;Kapsel, hard;200 mg;Blisterpakning;;;168;stk;3225.42;4148.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/09/509/004;J05AP01;Nei;01.08.2014;Midlertidig utgått;Midlertidig utgått
070512;;Tagrisso;AstraZeneca AB (2);Osimertinib;Tablett, filmdrasjert;40 mg;Blisterpakning;;;30;stk;55212;70431.6;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/16/1086/001;L01XE35;Ja;19.04.2016;Markedsført;Markedsført
070563;;Afstyla;CSL Behring GmbH (2);Lonoktokog alfa;Pulver og væske til injeksjons-/infusjonsvæske, oppløsning;250 IE;Hetteglass;;;;;1787.5;2326.5;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/16/1158/001;B02BD02;Ja;18.04.2017;Markedsført;Markedsført
070657;;Pantoprazol Sandoz;Sandoz A/S;Pantoprazolnatriumsesquihydrat;Pulver til injeksjonsvæske, oppløsning;40 mg;Hetteglass;;5;40;mg;197.74;288.4;0;0;C;Rom (15-25 grader);001501;Nei;06-4051;A02BC02;Nei;01.04.2018;Markedsført;Markedsført
070712;;Norcuron;Orifarm AS;Vekuroniumbromid;Pulver til injeksjonsvæske, oppløsning;10 mg;Hetteglass;;10;10;mg;484.54;654;0;0;C;Rom (15-25 grader);001648;Nei;09-7037, 10-8004;M03AC03;Nei;01.12.2010;Midlertidig utgått;Midlertidig utgått
070723;;Nimotop;Orifarm AS;Nimodipin;Infusjonsvæske, oppløsning;0,2 mg/ml;Hetteglass;;5;50;ml;750.95;993.7;0;0;C;Rom (15-25 grader);001650;Nei;17-11916, 14-10284;C08CA06;Nei;21.02.2018;Har MT;Kan prisbehandles
070754;;Phosphoral;2care4;Dinatriumfosfatdodekahydrat, Natriumdihydrogenfosfatdihydrat;Mikstur, oppløsning;10,8 g/dose/24,4 g/dose;Flaske av plast;;2;45;ml;112.95;180.3;0;180.3;C;Rom (15-25 grader);001699;Nei;11-8735;A06AD17;Ja;24.07.2012;Markedsført;Markedsført
070992;;Losec MUPS;Farmagon;Omeprazolmagnesium;Enterotablett;20 mg;Blisterpakning;;;100;stk;394.31;539;254.9;254.9;C;Rom (15-25 grader);000024;Nei;09-6573;A02BC01;Ja;01.04.2018;Markedsført;Markedsført
071029;;Bloxazoc;KRKA, d.d. Novo mesto;Metoprololsuksinat;Depottablett;25 mg;Blisterpakning;;;30;stk;44.63;93.2;61.2;61.2;C;Rom (15-25 grader);001322;Nei;14-10495;C07AB02;Ja;01.07.2017;Markedsført;Kan prisbehandles
071123;;Candesartan/Hydrochlorothiazide Krka;KRKA, d.d. Novo mesto;Kandesartancileksetil, Hydroklortiazid;Tablett;8 mg/12,5 mg;Blisterpakning;;;28;stk;110.94;177.7;59.4;59.4;C;Rom (15-25 grader);001741;Nei;09-7083;C09DA06;Ja;01.08.2018;Markedsført;Markedsført
071162;;Docetaxel Amring;Amring S.A.R.L.;Docetaksel;Konsentrat til infusjonsvæske, oppløsning;20 mg/ml;Hetteglass;;;4;ml;4111.88;5278.9;0;0;C;Rom (15-25 grader);001858;Nei;11-8758;L01CD02;Nei;18.12.2017;Har MT;Kan prisbehandles
071223;;Prialt;RIEMSER Pharma GmbH (1);Ziconotid;Infusjonsvæske, oppløsning;100 mikrog/ml;Hetteglass;;1;1;ml;3163;4088.8;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/04/302/001;N02BG08;Nei;18.04.2007;Markedsført;Markedsført
071225;;Natriumklorid Baxter;Baxter AS;Natriumklorid;Infusjonsvæske, oppløsning;9 mg/ml;Plastpose (Clear-Flex);;6;2000;ml;133.2;206.1;0;206.1;C;Rom (15-25 grader);;<ikke angitt>;1995-02033;B05BB01;Ja;01.08.2011;Markedsført;Midlertidig utgått
071232;;Prialt;RIEMSER Pharma GmbH (1);Ziconotid;Infusjonsvæske, oppløsning;100 mikrog/ml;Hetteglass;;1;5;ml;15816;20300.5;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/04/302/003;N02BG08;Nei;15.01.2018;Midlertidig utgått;Midlertidig utgått
071394;;Voriconazole Accord;Accord Healthcare Limited (1);Vorikonazol;Tablett, filmdrasjert;200 mg;Blisterpakning;;;30;stk;4609.19;5913;5253;5253;C;Rom (15-25 grader);001782;Nei;EU/1/13/835/015;J02AC03;Ja;15.01.2019;Markedsført;Markedsført
071410;;Risperidon Sandoz;Sandoz AS;Risperidon;Tablett, filmdrasjert;1 mg;Blisterpakning;;;60;stk;62.88;116.4;116.4;116.4;C;Rom (15-25 grader);000604;Nei;04-3068;N05AX08;Ja;01.01.2019;Markedsført;Markedsført
071574;;Strensiq;Alexion Europe SAS (1);Asfotase alfa;Injeksjonsvæske, oppløsning;40 mg/ml;Hetteglass;;12;1;ml;366404.61;469492.2;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/15/1015/010;A16AB13;Nei;15.02.2016;Markedsført;Markedsført
071589;;Duraphat;Colgate Palmolive AS;Natriumfluorid;Dentalvæske, suspensjon;22,6 mg/ml;Sylinderampulle;;5;1.6;ml;162.42;243.3;0;0;C;Rom (15-25 grader);;<ikke angitt>;0000-06174;A01AA01;Nei;05.12.2017;Markedsført;Markedsført
071784;;Steglujan;Merck Sharp & Dohme B.V.;Ertugliflozin, Sitagliptin;Tablett, filmdrasjert;5 mg/100 mg;Blisterpakning;;;98;stk;2031.61;2626.6;0;2626.6;C;Rom (15-25 grader);;<ikke angitt>;EU/1/18/1266/013;A10BD24;Ja;09.05.2018;Markedsført;Markedsført
071819;;Adenuric;2care4;Febuksostat;Tablett, filmdrasjert;80 mg;Blisterpakning;;;84;stk;796.71;1052.1;0;0;C;Rom (15-25 grader);;<ikke angitt>;17-11567;M04AA03;Nei;26.07.2017;Markedsført;Markedsført
071964;;Fludara;Genzyme Europe B.V.;Fludarabinfosfat;Tablett, filmdrasjert;10 mg;Blisterpakning;;3;5;stk;3097;3984.9;0;0;C;Rom (15-25 grader);001894;Nei;2001-04591;L01BB05;Ja;01.02.2009;Markedsført;Markedsført
071975;;Fludara;Genzyme Europe B.V.;Fludarabinfosfat;Tablett, filmdrasjert;10 mg;Blisterpakning;;4;5;stk;4129.33;5301.1;0;0;C;Rom (15-25 grader);001894;Nei;2001-04591;L01BB05;Ja;01.02.2009;Markedsført;Markedsført
072005;;Metex;Medac - Gesellschaft für klinische Spezialpräparate Gmbh - Wedel;Metotreksat;Injeksjonsvæske, oppløsning i ferdigfylt penn;25 mg;Ferdigfylt penn;;1;0.5;ml;152.43;230.6;0;230.6;C;Rom (15-25 grader);;<ikke angitt>;12-9078;L04AX03;Ja;01.09.2018;Markedsført;Markedsført
072067;;Keppra;UCB SA;Levetiracetam;Mikstur, oppløsning;100 mg/ml;Flaske;;1;150;ml, stk;138.35;212.6;0;212.6;C;Rom (15-25 grader);001883;Ja;EU/1/00/146/031;N03AX14;Ja;01.02.2019;Markedsført;Markedsført
072078;;Keppra;UCB SA;Levetiracetam;Mikstur, oppløsning;100 mg/ml;Flaske;;1;150;ml, stk;138.35;212.6;0;212.6;C;Rom (15-25 grader);001883;Ja;EU/1/00/146/032;N03AX14;Ja;01.02.2019;Markedsført;Markedsført
072103;;Ziprasidon Actavis;Actavis Group PTC ehf;Ziprasidon;Kapsel, hard;20 mg;Blisterpakning;;;56;stk;814.53;1074.8;462.1;462.1;C;Rom (15-25 grader);000914;Nei;08-6115;N05AE04;Ja;07.12.2012;Markedsført;Markedsført
072274;;Mykofenolatmofetil Accord;Accord Healthcare B.V.;Mykofenolatmofetil;Pulver til konsentrat til infusjonsvæske, oppløsning;500 mg;Hetteglass;;4;20;ml;396.69;542;0;0;C;Rom (15-25 grader);002206;Nei;14-10043;L04AA06;Nei;01.09.2018;Markedsført;Markedsført
072452;;Pentasa Sachet;Ferring Legemidler AS;Mesalazin;Depotgranulat;2 g;Dosepose;;;10;stk;120.71;190.2;0;190.2;C;Rom (15-25 grader);;<ikke angitt>;04-2948;A07EC02;Ja;01.04.2018;Markedsført;Kan prisbehandles
072461;;Pentasa Sachet;Ferring Legemidler AS;Mesalazin;Depotgranulat;2 g;Dosepose;;;60;stk;724.25;959.7;0;959.7;C;Rom (15-25 grader);;<ikke angitt>;04-2948;A07EC02;Ja;01.04.2018;Markedsført;Markedsført
072573;;Sammibi;S. Ahlén Medical Nordic AB;Tetrakis-(2-metoksyisobutylisonitril) kobber(I)-tetrafluoroborat;Preparasjonssett til radioaktive legemidler;1 mg;Ampulle av glass;;6;10;ml;7400;9517.5;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;11-8271;V09GA01;Nei;30.08.2012;Markedsført;Markedsført
072672;;Capecitabine medac;Medac - Gesellschaft für klinische Spezialpräparate Gmbh - Wedel;Kapecitabin;Tablett, filmdrasjert;150 mg;Blisterpakning;;;60;stk;255.81;362.4;0;0;C;Rom (15-25 grader);001920;Nei;EU/1/12/802/004;L01BC06;Nei;01.04.2014;Midlertidig utgått;Midlertidig utgått
072770;;Humira;AbbVie Deutschland GmbH & Co;Adalimumab;Injeksjonsvæske, oppløsning i ferdigfylt penn;40 mg;Ferdigfylt penn;;2;0.8;ml;8245.36;10600.6;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/03/256/008;L04AB04;Ja;01.02.2019;Midlertidig utgått;Midlertidig utgått
072900;;Trimetoprim;Orion Corporation Orion Pharma;Trimetoprim;Tablett, filmdrasjert;160 mg;Boks;;;100;stk;112.54;179.7;0;179.7;C;Rom (15-25 grader);;<ikke angitt>;0000-06936;J01EA01;Ja;01.09.2013;Markedsført;Markedsført
072923;;Moxonidin Actavis;Actavis Group PTC ehf (1);Moksonidin;Tablett, filmdrasjert;0,2 mg;Blisterpakning;;;28;stk;66.37;120.9;77.4;77.4;C;Rom (15-25 grader);001325;Nei;06-4231;C02AC05;Ja;01.06.2008;Markedsført;Midlertidig utgått
072932;;Moxonidin Actavis;Actavis Group PTC ehf (1);Moksonidin;Tablett, filmdrasjert;0,2 mg;Blisterpakning;;;98;stk;226.42;324.9;180.8;180.8;C;Rom (15-25 grader);001325;Nei;06-4231;C02AC05;Ja;01.06.2008;Markedsført;Markedsført
072941;;Moxonidin Actavis;Actavis Group PTC ehf (1);Moksonidin;Tablett, filmdrasjert;0,4 mg;Blisterpakning;;;28;stk;104.3;169.2;104.8;104.8;C;Rom (15-25 grader);001326;Nei;06-4233;C02AC05;Ja;01.06.2008;Markedsført;Midlertidig utgått
072950;;Moxonidin Actavis;Actavis Group PTC ehf (1);Moksonidin;Tablett, filmdrasjert;0,4 mg;Blisterpakning;;;98;stk;351.87;484.9;264.7;264.7;C;Rom (15-25 grader);001326;Nei;06-4233;C02AC05;Ja;01.06.2008;Markedsført;Markedsført
072990;;Multibic 2 mmol/l Kalium;Fresenius;Natriumklorid, Kaliumklorid, Natriumhydrogenkarbonat, Kalsiumklorid, Magnesiumkloridheksahydrat, Glukosemonohydrat;Hemodialyse-/hemofiltreringsvæske;;Tokammerpose med ytterpose;;2;5000;ml;534.29;717.5;0;0;C;Rom (15-25 grader);;<ikke angitt>;02-1406;B05ZB;Nei;15.02.2018;Markedsført;Markedsført
073001;;Multibic Kaliumfri;Fresenius;Natriumklorid, Natriumhydrogenkarbonat, Kalsiumklorid, Magnesiumkloridheksahydrat, Glukosemonohydrat;Hemodialyse-/hemofiltreringsvæske;;Tokammerpose med ytterpose;;2;5000;ml;262;370.3;0;0;C;Rom (15-25 grader);;<ikke angitt>;02-1405;B05ZB;Nei;02.07.2010;Markedsført;Markedsført
073025;;Multibic 4 mmol/l Kalium;Fresenius;Natriumklorid, Kaliumklorid, Natriumhydrogenkarbonat, Kalsiumklorid, Magnesiumkloridheksahydrat, Glukosemonohydrat;Hemodialyse-/hemofiltreringsvæske;;Tokammerpose med ytterpose;;2;5000;ml;490.1;661.1;0;0;C;Rom (15-25 grader);;<ikke angitt>;02-1408;B05ZB;Nei;15.02.2018;Markedsført;Markedsført
073027;;Intelence;Janssen-Cilag International N.V.;Etravirin;Tablett;200 mg;Boks;;;60;stk;2937.88;3782;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/08/468/002;J05AG04;Ja;13.03.2012;Markedsført;Markedsført
073092;;Ribavirin Teva Pharma BV;Teva B.V.;Ribavirin;Tablett, filmdrasjert;200 mg;Blisterpakning;;;112;stk;2150.28;2777.9;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/09/527/006;J05AP01;Nei;01.08.2014;Har MT;Kan prisbehandles
073103;;Ribavirin Teva Pharma BV;Teva B.V.;Ribavirin;Tablett, filmdrasjert;200 mg;Blisterpakning;;;168;stk;3225.42;4148.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/09/527/008;J05AP01;Nei;01.08.2014;Har MT;Kan prisbehandles
073116;;Ribavirin Teva Pharma BV;Teva B.V.;Ribavirin;Tablett, filmdrasjert;400 mg;Blisterpakning;;;56;stk;2279.37;2942.4;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/09/527/012;J05AP01;Nei;01.08.2014;Har MT;Kan prisbehandles
073259;;Kyprolis;Amgen Europe B.V.;Karfilzomib;Pulver til infusjonsvæske, oppløsning;30 mg;Hetteglass;;1;30;mg;5779.29;7441;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/15/1060/003;L01XX45;Nei;26.09.2016;Markedsført;Markedsført
073276;;Opsumit;Janssen-Cilag International N.V.;Macitentan;Tablett, filmdrasjert;10 mg;Blisterpakning;;;30;stk;21860.5;27908.4;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/13/893/002;C02KX04;Ja;01.07.2017;Markedsført;Markedsført
073313;;Xalkori;Pfizer Europe MA EEIG (1);Krizotinib;Kapsel, hard;200 mg;Blisterpakning;;;60;stk;36885.05;47064.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/12/793/001;L01XE16;Ja;01.12.2016;Markedsført;Markedsført
073354;;Oxaliplatin Fresenius Kabi;FRESENIUS KABI NORGE AS;Oksaliplatin;Konsentrat til infusjonsvæske, oppløsning;5 mg/ml;Hetteglass;;1;10;ml;1734.99;2248.4;0;0;C;Rom (15-25 grader);001675;Nei;07-5183;L01XA03;Nei;11.12.2009;Markedsført;Markedsført
073365;;Oxaliplatin Fresenius Kabi;FRESENIUS KABI NORGE AS;Oksaliplatin;Konsentrat til infusjonsvæske, oppløsning;5 mg/ml;Hetteglass;;1;20;ml;3469.98;4460.5;0;0;C;Rom (15-25 grader);001675;Nei;07-5183;L01XA03;Nei;11.12.2009;Markedsført;Markedsført
073433;;Efexor Depot;Farmagon;Venlafaksinhydroklorid;Depotkapsel, hard;75 mg;Blisterpakning;;;100;stk;204.52;297;144.8;144.8;C;Rom (15-25 grader);000686;Nei;06-4193;N06AX16;Ja;01.02.2019;Midlertidig utgått;Midlertidig utgått
073442;;Efexor Depot;Farmagon;Venlafaksinhydroklorid;Depotkapsel, hard;75 mg;Blisterpakning;;;30;stk;61.36;114.5;69;69;C;Rom (15-25 grader);000686;Nei;06-4193;N06AX16;Ja;01.02.2019;Midlertidig utgått;Kan prisbehandles
073468;;Medikinet;Medice Arzneimittel Pütter GmbH & Co KG;Metylfenidathydroklorid;Kapsel med modifisert frisetting, hard;10 mg;Blisterpakning;;;30;stk;119.51;207.4;0;207.4;A;Rom (15-25 grader);;<ikke angitt>;06-4119;N06BA04;Ja;01.02.2019;Markedsført;Markedsført
073480;;Medikinet;Medice Arzneimittel Pütter GmbH & Co KG;Metylfenidathydroklorid;Kapsel med modifisert frisetting, hard;20 mg;Blisterpakning;;;30;stk;189.81;297;0;297;A;Rom (15-25 grader);;<ikke angitt>;06-4120;N06BA04;Ja;01.02.2019;Markedsført;Markedsført
073491;;Medikinet;Medice Arzneimittel Pütter GmbH & Co KG;Metylfenidathydroklorid;Kapsel med modifisert frisetting, hard;30 mg;Blisterpakning;;;30;stk;252.83;377.4;0;377.4;A;Rom (15-25 grader);;<ikke angitt>;06-4121;N06BA04;Ja;01.02.2019;Markedsført;Markedsført
073494;;Cyklokapron;Pfizer AS;Traneksamsyre;Injeksjonsvæske, oppløsning;100 mg/ml;Ampulle av glass;;10;5;ml;227.35;326.1;0;326.1;C;Rom (15-25 grader);001779;Nei;0000-05335;B02AA02;Ja;01.08.2009;Markedsført;Markedsført
073503;;Medikinet;Medice Arzneimittel Pütter GmbH & Co KG;Metylfenidathydroklorid;Kapsel med modifisert frisetting, hard;40 mg;Blisterpakning;;;30;stk;373.63;531.4;0;531.4;A;Rom (15-25 grader);;<ikke angitt>;06-4122;N06BA04;Ja;01.02.2019;Markedsført;Markedsført
073551;;Atarax;UCB Nordic AS;Hydroksyzinhydroklorid;Tablett, filmdrasjert;10 mg;Blisterpakning;;;100;stk;59.3;111.9;0;111.9;C;Rom (15-25 grader);002115;Nei;0000-03491;N05BB01;Ja;01.03.2010;Markedsført;Markedsført
073559;;Duodart;GlaxoSmithKline AS;Dutasterid, Tamsulosinhydroklorid;Kapsel, hard;0,5 mg/0,4 mg;Flaske av plast;;;30;stk;174.98;259.3;0;259.3;C;Rom (15-25 grader);001902;Nei;08-6438;G04CA52;Ja;01.11.2018;Markedsført;Markedsført
073571;;Duodart;GlaxoSmithKline AS;Dutasterid, Tamsulosinhydroklorid;Kapsel, hard;0,5 mg/0,4 mg;Flaske av plast;;;90;stk;516.97;695.4;0;695.4;C;Rom (15-25 grader);001902;Nei;08-6438;G04CA52;Ja;01.11.2018;Markedsført;Markedsført
073682;;Giotrif;Boehringer Ingelheim International GmbH;Afatinib;Tablett, filmdrasjert;50 mg;Blisterpakning, endose;;28;1;stk;15083.1;19267.2;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/13/879/012;L01XE13;Ja;15.12.2014;Markedsført;Markedsført
073758;;Candesartan/Hydrochlorothiazide Krka;KRKA, d.d. Novo mesto;Kandesartancileksetil, Hydroklortiazid;Tablett;16 mg/12,5 mg;Blisterpakning;;;28;stk;110.94;177.7;59.4;59.4;C;Rom (15-25 grader);001460;Nei;09-7084;C09DA06;Ja;01.08.2018;Markedsført;Markedsført
073877;;Salmeterol/Fluticasone Cipla;Cipla Europe NV;Salmeterolxinafoat, Flutikasonpropionat;Inhalasjonsaerosol, suspensjon;25 mikrog/125 mikrog;Inhalator;;1;120;doser;262.61;371.1;240.5;240.5;C;Rom (15-25 grader);002096;Ja;13-9659;R03AK06;Ja;01.07.2018;Markedsført;Markedsført
